Authors,DOI,ID,Issued Date,Publisher,Title
"Lohmann, Steffen; Negru, Stefan; Haag, Florian; Ertl, Thomas",10.3233/SW-150200,semantic-web/sw200,Fri Jan 01 00:00:00 GMT 2016,IOS Press,Visualizing ontologies with VOWL
